audio_clipping:confidence,background_noise_audible:confidence,overall_quality_of_the_audio,quiet_speaker:confidence,speaker_id,file_download,file_name,phrase,prompt,writer_id,audio_clipping_no_clipping,background_noise_audible_no_noise,quiet_speaker_quiet_speaker,merged_prompt
1.0,1.0,4.33,1.0,43755034,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43755034_100365518.wav&key=test_key_TISTK,1249120_43755034_100365518.wav,my calves feel like they are tight as knots and are throbbing,Muscle pain,44164300,1,1,0,Muscle and joint pain
1.0,1.0,4.33,1.0,43825820,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43825820_100017156.wav&key=test_key_TISTK,1249120_43825820_100017156.wav,my ear hurts when i touch it,Ear ache,44292353,1,1,0,Sensory issues
1.0,1.0,4.33,1.0,43825820,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43825820_106948055.wav&key=test_key_TISTK,1249120_43825820_106948055.wav,i have internal pain whenever i come down with a cold,Internal pain,44246595,1,1,0,Internal pain
1.0,0.6644,4.33,1.0,43825820,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43825820_109122878.wav&key=test_key_TISTK,1249120_43825820_109122878.wav,i cough a lot when i smell perfume what is wrong with my lungs,Cough,40632132,1,1,0,Respiratory issue
1.0,1.0,4.33,1.0,43825820,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43825820_20029602.wav&key=test_key_TISTK,1249120_43825820_20029602.wav,i feel heart pain when i walk a lot,Heart hurts,21665495,1,1,0,Chest pain
1.0,1.0,4.33,1.0,43825820,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43825820_22702560.wav&key=test_key_TISTK,1249120_43825820_22702560.wav,after playing football i have muscle pain with my both legs,Muscle pain,44063565,1,1,0,Muscle and joint pain
1.0,1.0,4.33,1.0,43825820,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43825820_36711619.wav&key=test_key_TISTK,1249120_43825820_36711619.wav,when i tried to be warm and wear more clothes i found that i was still cold,Feeling cold,43318517,1,1,0,Feeling cold/hot
1.0,1.0,4.33,1.0,43825820,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43825820_36808011.wav&key=test_key_TISTK,1249120_43825820_36808011.wav,he was discovered to have an open wound,Open wound,44246595,1,1,0,Wound and injury
1.0,0.6729,4.33,1.0,43825820,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43825820_37623093.wav&key=test_key_TISTK,1249120_43825820_37623093.wav,i wake up at night feeling cold,Feeling cold,21665495,1,1,0,Feeling cold/hot
1.0,1.0,4.33,1.0,43825820,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43825820_49953408.wav&key=test_key_TISTK,1249120_43825820_49953408.wav,i dont have the energy to do the things that i used to,Body feels weak,43913997,1,1,0,General weakness
1.0,1.0,4.33,1.0,43825820,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43825820_51160700.wav&key=test_key_TISTK,1249120_43825820_51160700.wav,my head ache since i woke up this morning,Head ache,40632132,1,1,0,Headache
1.0,1.0,4.33,1.0,43825820,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43825820_56083833.wav&key=test_key_TISTK,1249120_43825820_56083833.wav,there are some pimples on my face that bother me a lot,Acne,41918114,1,1,0,Hair and skin issues
1.0,0.6864,4.33,1.0,43825820,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43825820_57474624.wav&key=test_key_TISTK,1249120_43825820_57474624.wav,when i think of my parents i feel pain,Emotional pain,21665495,1,1,0,Emotional and mental health
1.0,1.0,4.33,1.0,43825820,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43825820_64955471.wav&key=test_key_TISTK,1249120_43825820_64955471.wav,i feel pain inside i do not know what it is,Internal pain,43730599,1,1,0,Internal pain
1.0,1.0,4.33,1.0,43825820,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43825820_93161773.wav&key=test_key_TISTK,1249120_43825820_93161773.wav,chronic disease of hair follicles and sebaceous glands,Acne,44096379,1,1,0,Hair and skin issues
1.0,1.0,4.33,1.0,43825820,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43825820_93799186.wav&key=test_key_TISTK,1249120_43825820_93799186.wav,every time i look to left i feel a sharp pain in my neck,Neck pain,40925305,1,1,0,"Neck, back or spinal issues"
1.0,1.0,4.33,1.0,43855932,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43855932_10384449.wav&key=test_key_TISTK,1249120_43855932_10384449.wav,i have pain like needles in my joints,Joint pain,44063565,1,1,0,Muscle and joint pain
1.0,0.6757,4.33,1.0,43855932,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43855932_69535057.wav&key=test_key_TISTK,1249120_43855932_69535057.wav,i feel that is great pain in my left shoulder,Shoulder pain,43793610,1,1,0,Shoulder pain
1.0,0.6722,4.33,1.0,43856216,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43856216_18950793.wav&key=test_key_TISTK,1249120_43856216_18950793.wav,is my cut infected or just healing,Infected wound,18549673,1,1,0,Wound and injury
1.0,0.6711,4.33,1.0,43856216,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43856216_52980185.wav&key=test_key_TISTK,1249120_43856216_52980185.wav,my skin is very dry and peeling,Skin issue,1883056,1,1,0,Hair and skin issues
1.0,1.0,4.33,1.0,43856216,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43856216_62151737.wav&key=test_key_TISTK,1249120_43856216_62151737.wav,i have some terrible problems when im breathing during the night,Cough,13121046,1,1,0,Respiratory issue
1.0,0.6577,4.33,1.0,43856216,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43856216_63200891.wav&key=test_key_TISTK,1249120_43856216_63200891.wav,my knees seem to grind as i go up or down stairs,Knee pain,19638651,1,1,0,Leg and foot pain
1.0,0.6724,4.33,1.0,43856216,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43856216_86090631.wav&key=test_key_TISTK,1249120_43856216_86090631.wav,i have a scab on the back of my hand that just wont go away,Skin issue,19638651,1,1,0,Hair and skin issues
1.0,1.0,4.33,1.0,43857865,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43857865_50044623.wav&key=test_key_TISTK,1249120_43857865_50044623.wav,i feel pain in my knee,Knee pain,43751808,1,1,0,Leg and foot pain
1.0,0.6663,4.33,1.0,43883861,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43883861_107328848.wav&key=test_key_TISTK,1249120_43883861_107328848.wav,i feel pain in my eyes i can see fog,Blurry vision,43730599,1,1,0,Sensory issues
1.0,0.6667,4.33,1.0,43883861,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43883861_108068525.wav&key=test_key_TISTK,1249120_43883861_108068525.wav,i feel pain in my foot,Foot ache,44266645,1,1,0,Leg and foot pain
1.0,0.6801,4.33,1.0,43883861,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43883861_19873775.wav&key=test_key_TISTK,1249120_43883861_19873775.wav,my heart hurts me,Heart hurts,44266645,1,1,0,Chest pain
1.0,0.6698,4.33,1.0,43883861,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43883861_22755094.wav&key=test_key_TISTK,1249120_43883861_22755094.wav,when i move my shoulder its like lightning is being sent through my shoulder,Shoulder pain,44164300,1,1,0,Shoulder pain
1.0,0.6801,4.33,1.0,43883861,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43883861_32484822.wav&key=test_key_TISTK,1249120_43883861_32484822.wav,chronic disease of hair follicles and sebaceous glands,Acne,44096379,1,1,0,Hair and skin issues
1.0,1.0,4.33,1.0,43883861,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43883861_33692372.wav&key=test_key_TISTK,1249120_43883861_33692372.wav,i am having problems seeing things feel like a cloud on my eyes everything is blurry,Blurry vision,43930147,1,1,0,Sensory issues
1.0,0.6503,4.33,1.0,43883861,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43883861_55143740.wav&key=test_key_TISTK,1249120_43883861_55143740.wav,i get clusters of whiteheads and blackheads on my back,Acne,43755034,1,1,0,Hair and skin issues
1.0,1.0,4.33,1.0,43883861,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43883861_58559098.wav&key=test_key_TISTK,1249120_43883861_58559098.wav,my television and computer seem out of focus even though i have new glasses,Blurry vision,19638651,1,1,0,Sensory issues
1.0,1.0,4.33,1.0,43883861,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43883861_67210122.wav&key=test_key_TISTK,1249120_43883861_67210122.wav,my knees ache on cold and rainy days,Knee pain,43755034,1,1,0,Leg and foot pain
1.0,0.6741,4.33,1.0,43883861,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43883861_78111941.wav&key=test_key_TISTK,1249120_43883861_78111941.wav,i have a cut on my foot that became infected from using the showers at the gym,Infected wound,43755034,1,1,0,Wound and injury
1.0,0.6735,4.33,1.0,43883861,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43883861_95194246.wav&key=test_key_TISTK,1249120_43883861_95194246.wav,my husband has a spot on his lip that he though was cold sore but now it has broken open and leaks fluid all day,Infected wound,43755034,1,1,0,Wound and injury
1.0,1.0,4.33,1.0,43898158,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43898158_38725827.wav&key=test_key_TISTK,1249120_43898158_38725827.wav,i have a hard pain in my stomach,Stomach ache,44124309,1,1,0,Digestive issues
1.0,1.0,4.33,1.0,43898158,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43898158_39933947.wav&key=test_key_TISTK,1249120_43898158_39933947.wav,my body feels weak although i eat a lot why,Body feels weak,40632132,1,1,0,General weakness
1.0,1.0,4.33,1.0,43898158,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43898158_47673409.wav&key=test_key_TISTK,1249120_43898158_47673409.wav,i feel like ive always got something in my throat,Cough,44164300,1,1,0,Respiratory issue
1.0,1.0,4.33,1.0,43898158,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43898158_53220106.wav&key=test_key_TISTK,1249120_43898158_53220106.wav,i feel like i can hardly breathe unless i get whats in my lungs out,Cough,44164300,1,1,0,Respiratory issue
1.0,1.0,4.33,1.0,43918153,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43918153_20412779.wav&key=test_key_TISTK,1249120_43918153_20412779.wav,i feel depressed when i see my hair falling out,Hair falling out,44118742,1,1,0,Hair and skin issues
1.0,1.0,4.33,1.0,43918153,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43918153_23345397.wav&key=test_key_TISTK,1249120_43918153_23345397.wav,i have a pain in my joint,Joint pain,44045955,1,1,0,Muscle and joint pain
1.0,0.676,4.33,1.0,43918153,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43918153_40837490.wav&key=test_key_TISTK,1249120_43918153_40837490.wav,i cant move my leg there is pain in the joint,Joint pain,44124309,1,1,0,Muscle and joint pain
1.0,1.0,4.33,1.0,43918153,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43918153_43185823.wav&key=test_key_TISTK,1249120_43918153_43185823.wav,i have a break in the skin inside one of my nostrils that has become infected and is now filled with pus,Infected wound,43755034,1,1,0,Wound and injury
1.0,1.0,4.33,1.0,43918153,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_43918153_79220635.wav&key=test_key_TISTK,1249120_43918153_79220635.wav,my hair is falling when i am combing it,Hair falling out,40632132,1,1,0,Hair and skin issues
1.0,1.0,4.33,1.0,44091626,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44091626_15292165.wav&key=test_key_TISTK,1249120_44091626_15292165.wav,all of a sudden i felt dizzy when i stood up,Feeling dizzy,38202325,1,1,0,Dizziness and vertigo
1.0,1.0,4.33,1.0,44091626,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44091626_88633831.wav&key=test_key_TISTK,1249120_44091626_88633831.wav,i have a great pain in my foot like thrombing pain with relaxing my pain releif,Foot ache,44066678,1,1,0,Leg and foot pain
1.0,0.6667,4.33,1.0,44091626,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44091626_89828440.wav&key=test_key_TISTK,1249120_44091626_89828440.wav,when i walk i get a stabbing pain in the top of my foot,Foot ache,43913997,1,1,0,Leg and foot pain
1.0,1.0,4.33,1.0,44093303,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44093303_39622828.wav&key=test_key_TISTK,1249120_44093303_39622828.wav,i have an open wound in my arm,Open wound,21665495,1,1,0,Wound and injury
1.0,0.6445,4.33,1.0,44093303,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44093303_56370832.wav&key=test_key_TISTK,1249120_44093303_56370832.wav,i have blurred vision,Blurry vision,44140394,1,1,0,Sensory issues
1.0,1.0,4.33,1.0,44093933,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44093933_101193593.wav&key=test_key_TISTK,1249120_44093933_101193593.wav,i feel chilly like an ice cube  my sister said that she needs several blankets to cover her so that she is warm enough,Feeling cold,11106820,1,1,0,Feeling cold/hot
1.0,1.0,4.33,1.0,44093933,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44093933_101600952.wav&key=test_key_TISTK,1249120_44093933_101600952.wav,after playing tennis  i had a powerful sensation close to my neck,Shoulder pain,13121046,1,1,0,Shoulder pain
1.0,0.6533,4.33,1.0,44093933,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44093933_103745670.wav&key=test_key_TISTK,1249120_44093933_103745670.wav,my heart feels like its going to explode,Heart hurts,1883056,1,1,0,Chest pain
1.0,0.6747,4.33,1.0,44093933,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44093933_105035815.wav&key=test_key_TISTK,1249120_44093933_105035815.wav,i get chills and aches all over,Feeling cold,1883056,1,1,0,Feeling cold/hot
1.0,1.0,4.33,1.0,44093933,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44093933_10556478.wav&key=test_key_TISTK,1249120_44093933_10556478.wav,there are lots of hairs on my pillow in the morning,Hair falling out,13121046,1,1,0,Hair and skin issues
1.0,0.6783,4.33,1.0,44093933,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44093933_107260791.wav&key=test_key_TISTK,1249120_44093933_107260791.wav,when im driving my eyes see in double,Blurry vision,13121046,1,1,0,Sensory issues
1.0,0.6938,4.33,0.6601,44093933,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44093933_27012166.wav&key=test_key_TISTK,1249120_44093933_27012166.wav,my knees seem to grind as i go up or down stairs,Knee pain,19638651,1,1,0,Leg and foot pain
1.0,1.0,4.33,1.0,44093933,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44093933_56620406.wav&key=test_key_TISTK,1249120_44093933_56620406.wav,when i walk up a flight of stairs my right knee hurts,Knee pain,16718271,1,1,0,Leg and foot pain
1.0,1.0,4.33,1.0,44093933,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44093933_61252263.wav&key=test_key_TISTK,1249120_44093933_61252263.wav,i feel really sad all the time,Emotional pain,1883056,1,1,0,Emotional and mental health
1.0,1.0,4.33,1.0,44093933,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44093933_72623224.wav&key=test_key_TISTK,1249120_44093933_72623224.wav,how do you know if you have a torn meniscus in your knee,Knee pain,18549673,1,1,0,Leg and foot pain
1.0,1.0,4.33,1.0,44093933,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44093933_75498321.wav&key=test_key_TISTK,1249120_44093933_75498321.wav,my stomach feels full and upset  and bloating after big meals,Stomach ache,1883056,1,1,0,Digestive issues
1.0,1.0,4.33,1.0,44093933,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44093933_81586584.wav&key=test_key_TISTK,1249120_44093933_81586584.wav,is pimples a skin disease,Acne,18549673,1,1,0,Hair and skin issues
1.0,1.0,4.33,1.0,44093933,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44093933_93909233.wav&key=test_key_TISTK,1249120_44093933_93909233.wav,in the morning my respiration is loud,Hard to breath,13121046,1,1,0,Respiratory issue
1.0,1.0,4.33,1.0,44111844,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44111844_27558174.wav&key=test_key_TISTK,1249120_44111844_27558174.wav,ive been over my cold for weeks but still cough every day,Cough,19638651,1,1,0,Respiratory issue
1.0,1.0,4.33,1.0,44111844,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44111844_29830362.wav&key=test_key_TISTK,1249120_44111844_29830362.wav,my shoulder hurts when i try to reach something above my head,Shoulder pain,19638651,1,1,0,Shoulder pain
1.0,1.0,4.33,1.0,44111844,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44111844_30543094.wav&key=test_key_TISTK,1249120_44111844_30543094.wav,i have shooting pains up and down my back,Back pain,1883056,1,1,0,"Neck, back or spinal issues"
1.0,1.0,4.33,1.0,44111844,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44111844_44521472.wav&key=test_key_TISTK,1249120_44111844_44521472.wav,since i went into the forest  i have pain on my ear,Ear ache,13121046,1,1,0,Sensory issues
1.0,0.6533,4.33,1.0,44111844,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44111844_49679634.wav&key=test_key_TISTK,1249120_44111844_49679634.wav,my husband left me for another woman my heart hurts so badly to the point i cant eat or sleep,Heart hurts,14026697,1,1,0,Chest pain
0.6808,1.0,4.33,1.0,44111844,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44111844_83889680.wav&key=test_key_TISTK,1249120_44111844_83889680.wav,i feel chilly like an ice cube  my sister said that she needs several blankets to cover her so that she is warm enough,Feeling cold,11106820,1,1,0,Feeling cold/hot
1.0,1.0,4.33,1.0,44140394,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44140394_102992524.wav&key=test_key_TISTK,1249120_44140394_102992524.wav,my head ache since i woke up this morning,Head ache,40632132,1,1,0,Headache
1.0,0.6735,4.33,1.0,44140394,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44140394_103564428.wav&key=test_key_TISTK,1249120_44140394_103564428.wav,i feel cold and chills even though my clothes are heavy,Feeling cold,41918114,1,1,0,Feeling cold/hot
1.0,1.0,4.33,1.0,44140394,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44140394_109870531.wav&key=test_key_TISTK,1249120_44140394_109870531.wav,i cant do anything i feel a weak in my body,Body feels weak,44045955,1,1,0,General weakness
1.0,0.6645,4.33,1.0,44140394,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44140394_27092907.wav&key=test_key_TISTK,1249120_44140394_27092907.wav,i have internal pain whenever i come down with a cold,Internal pain,44246595,1,1,0,Internal pain
1.0,1.0,4.33,1.0,44140394,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44140394_31542142.wav&key=test_key_TISTK,1249120_44140394_31542142.wav,i have issue with my skin,Skin issue,44266645,1,1,0,Hair and skin issues
1.0,1.0,4.33,1.0,44140394,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44140394_43147793.wav&key=test_key_TISTK,1249120_44140394_43147793.wav,i feel a sharp pain in my head when i think too hard,Head ache,44292353,1,1,0,Headache
1.0,1.0,4.33,1.0,44140394,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44140394_45824439.wav&key=test_key_TISTK,1249120_44140394_45824439.wav,i feel pain in my neck after waking up,Neck pain,41918114,1,1,0,"Neck, back or spinal issues"
1.0,1.0,4.33,1.0,44140394,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44140394_46422074.wav&key=test_key_TISTK,1249120_44140394_46422074.wav,i suffered a deep wound in my hand and i can not stop the bleeding,Infected wound,41918114,1,1,0,Wound and injury
1.0,1.0,4.33,1.0,44140394,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44140394_47532229.wav&key=test_key_TISTK,1249120_44140394_47532229.wav,the last time i clipped my toenails i cut them too short and now i have an infected nail,Infected wound,44130352,1,1,0,Wound and injury
1.0,1.0,4.33,1.0,44140394,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44140394_51049159.wav&key=test_key_TISTK,1249120_44140394_51049159.wav,i just cant seem to get warm  even when everyone around me is warm i always feel cold,Feeling cold,19638651,1,1,0,Feeling cold/hot
1.0,1.0,4.33,1.0,44140394,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44140394_54998309.wav&key=test_key_TISTK,1249120_44140394_54998309.wav,my back is hurting so much,Back pain,34987462,1,1,0,"Neck, back or spinal issues"
1.0,1.0,4.33,1.0,44140394,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44140394_56897128.wav&key=test_key_TISTK,1249120_44140394_56897128.wav,i feel shoulder pain at intervals of time,Shoulder pain,43772689,1,1,0,Shoulder pain
1.0,1.0,4.33,1.0,44140394,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44140394_58067689.wav&key=test_key_TISTK,1249120_44140394_58067689.wav,my lungs feel heavy like they are filled with mucus,Cough,44164300,1,1,0,Respiratory issue
1.0,1.0,4.33,1.0,44140394,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44140394_69903465.wav&key=test_key_TISTK,1249120_44140394_69903465.wav,i cant stand up i feel my brain is moving inside my skull,Head ache,44130352,1,1,0,Headache
1.0,1.0,4.33,1.0,44140394,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44140394_70221779.wav&key=test_key_TISTK,1249120_44140394_70221779.wav,my neck hurts me and i cant stand with this pain,Neck pain,44118742,1,1,0,"Neck, back or spinal issues"
1.0,1.0,4.33,1.0,44140394,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44140394_76323770.wav&key=test_key_TISTK,1249120_44140394_76323770.wav,i cant stand with this horrible feeling in my stomach,Stomach ache,44118742,1,1,0,Digestive issues
1.0,1.0,4.33,1.0,44140394,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44140394_87782305.wav&key=test_key_TISTK,1249120_44140394_87782305.wav,there must be something wrong with my blood circulation i have to wear socks even on the hottest days my toes are frozen,Feeling cold,44130352,1,1,0,Feeling cold/hot
1.0,1.0,4.33,1.0,44142156,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44142156_16464884.wav&key=test_key_TISTK,1249120_44142156_16464884.wav,i feel a strange and powerful pain inside my rib cage,Heart hurts,13121046,1,1,0,Chest pain
1.0,0.6577,4.33,0.6577,44142156,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44142156_30138266.wav&key=test_key_TISTK,1249120_44142156_30138266.wav,my heart is pumping fast and im having a hard time to breath,Hard to breath,1883056,1,1,0,Respiratory issue
1.0,1.0,4.33,1.0,44142156,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_44142156_42890155.wav&key=test_key_TISTK,1249120_44142156_42890155.wav,i have the impression of having no strength in my body,Body feels weak,13121046,1,1,0,General weakness
1.0,0.6752,4.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_13298292.wav&key=test_key_TISTK,1249120_6338946_13298292.wav,you wont believe me but this infected wound on my hand is from a paper cut i didnt take seriously,Infected wound,44130352,1,1,0,Wound and injury
1.0,0.6738,4.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_14129561.wav&key=test_key_TISTK,1249120_6338946_14129561.wav,when i tried to take care if my hair i found that it is falling out,Hair falling out,43318517,1,1,0,Hair and skin issues
1.0,1.0,4.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_18792627.wav&key=test_key_TISTK,1249120_6338946_18792627.wav,longitudinal burning line across back with hard respiratory movements,Back pain,43868212,1,1,0,"Neck, back or spinal issues"
1.0,1.0,4.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_30170052.wav&key=test_key_TISTK,1249120_6338946_30170052.wav,i dont have the energy to do the things that i used to,Body feels weak,43913997,1,1,0,General weakness
1.0,1.0,4.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_43939076.wav&key=test_key_TISTK,1249120_6338946_43939076.wav,my shoulder hurts me so much,Shoulder pain,43985758,1,1,0,Shoulder pain
1.0,1.0,4.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_44801358.wav&key=test_key_TISTK,1249120_6338946_44801358.wav,i cant stop coughing,Cough,44118742,1,1,0,Respiratory issue
1.0,1.0,4.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_57435861.wav&key=test_key_TISTK,1249120_6338946_57435861.wav,i get tired too fast i can barely put on my clothes in the morning,Body feels weak,44130352,1,1,0,General weakness
1.0,0.6819,4.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_62766927.wav&key=test_key_TISTK,1249120_6338946_62766927.wav,i cough a lot when i smell perfume what is wrong with my lungs,Cough,40632132,1,1,0,Respiratory issue
1.0,0.6821,4.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_65481866.wav&key=test_key_TISTK,1249120_6338946_65481866.wav,surgical wound infections,Infected wound,44218005,1,1,0,Wound and injury
1.0,1.0,4.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_65675543.wav&key=test_key_TISTK,1249120_6338946_65675543.wav,my son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal,Infected wound,43755034,1,1,0,Wound and injury
1.0,1.0,4.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_66648466.wav&key=test_key_TISTK,1249120_6338946_66648466.wav,i feel a sharp pain in my head when i think too hard,Head ache,44292353,1,1,0,Headache
1.0,0.6711,4.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_86403094.wav&key=test_key_TISTK,1249120_6338946_86403094.wav,i have a blurry vision after my head was hit yesterday,Blurry vision,40632132,1,1,0,Sensory issues
1.0,0.6705,4.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_86910481.wav&key=test_key_TISTK,1249120_6338946_86910481.wav,every time i look to left i feel a sharp pain in my neck,Neck pain,40925305,1,1,0,"Neck, back or spinal issues"
1.0,0.6879,4.33,1.0,6338946,https://ml.sandbox.cf3.us/cgi-bin/index.cgi?download=1249120_6338946_88168612.wav&key=test_key_TISTK,1249120_6338946_88168612.wav,i used alot of pain killer to get better but i still feel the same back pain,Back pain,44118742,1,1,0,"Neck, back or spinal issues"
